date,headline,summary
2025-04-25,"ai16z’s Eliza Labs, Stanford clinch AI research partnership",The ai16z developer is researching the intersection of artificial intelligence and Web3.
2025-04-25,"Price analysis 12/9: SPX, DXY, BTC, ETH, XRP, SOL, BNB, DOGE, ADA, AVAX","Bitcoin’s failure to hold $100,000 could attract profit booking from traders. Which altcoins will follow BTC's downtrend?"
2025-04-25,Vocal Ethereum researcher Max Resnick jumps ship to join Solana,"Max Resnick became increasingly critical of Ethereum’s layer-2 scaling approach in recent months, suggesting it should have focused its scaling efforts on the base layer like Solana."
2025-04-25,Tether’s USDT approved as accepted virtual asset in Abu Dhabi,"Abu Dhabi Global Market regulators have approved Tether’s USDT as an accepted virtual asset, opening the door to USDT financial services."
2025-04-25,Raydium beats Uniswap in monthly DEX volumes again,"Solana-native Raydium beat Uniswap in decentralized exchange trading volumes in October and November, according to Messari."
2025-04-25,Magic Eden’s ME token dips on debut as users report app issues,The price of Magic Eden’s freshly airdropped ME token fell as much as 67% from its post-launch high amid a flurry of complaints from users.
2025-04-25,Fame and failure: 7 celebrity-endorsed crypto scams that went wrong,"The memecoin craze is luring investors to chase quick profits, while some celebrities are capitalizing on the trend, launching or promoting tokens and often veering into scams."
2025-04-25,"Solana rallies above $230, paving the way for new SOL price all-time highs",Traders’ anticipation of a SOL ETF approval and a $750 price target from Bitwise are fueling traders’ optimism in Solana.
2025-04-25,"Price analysis 12/11: BTC, ETH, XRP, SOL, BNB, DOGE, ADA, AVAX, TON, SHIB","Bitcoin’s rally above $100,000 has improved sentiment, triggering a strong recovery in several altcoins."
2025-04-25,Solana overthrows Ethereum’s 8-year reign as top ecosystem for new devs,"Ethereum still has the crown for total developer activity, topping the charts globally."
2025-04-25,VanEck predicts Q1 2025 crypto correction before Q4 all-time highs,"Bitcoin could reach $180,000 by the end of 2025, the asset manager said."
2025-04-25,"Price analysis 12/13: BTC, ETH, XRP, SOL, BNB, DOGE, ADA, AVAX, LINK, SHIB","Bitcoin is facing selling above $100,000, but the repeated retest of a resistance level increases the likelihood of a breakout."
2025-04-25,Maverick Protocol aims to bring ‘MemeFi’ to Base,"A new platform dubbed goose.run lets users lend and borrow against memecoins, its team told Cointelegraph."
2025-04-25,Central African Republic ‘CAR’ memecoin info pages plagued with phishing links,Investors may find themselves clicking on malicious links while researching the controversial Central African Republic memecoin.
2025-04-25,"Solana revenues outpace Ethereum, L2s despite market dip","Solana-based app revenues beat Ethereum apps by 10x, according to crypto researcher Aylo."
2025-04-25,Litecoin ETF has 90% chance to get SEC approval in 2025: Analysts,Bloomberg ETF analysts say Litecoin regulatory filings have been acknowledged and the SEC likely views it as a commodity.
2025-04-25,Cboe seeks approval for Fidelity's Solana ETF,The US securities exchange submitted its request to the Securities and Exchange Commission days after filing to list Franklin Templeton’s SOL fund.
2025-04-25,Solana's ‘early stage bull market’ hints at 65% SOL price gains by April,A recovering memecoin sector and the launch of a new DEX are boosting Solana's bullish outlook for the coming weeks.
2025-04-25,"Price analysis 3/26: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LINK, AVAX, XLM","Bitcoin continues to face selling near $90,000, but the shallow pullback suggests that traders are viewing price dips as purchasing opportunities again."
2025-04-25,Hyperliquid whale still holds 10% of JELLY memecoin after $6.2M exploit,The unknown whale netted at least $6.26 million from the Hyperliquid exploit and still holds over 10% of the total supply.
2025-04-25,Solana price struggles to flip $150 to support — Is the SOL bull market over?,"Did SOL’s bull market end when the memecoin bubble burst, or is the $150 level just a short-term technical resistance zone?"
2025-04-25,"Price analysis 3/28: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, TON, LINK, AVAX",Bitcoin falls to its range lows as a fresh round of US tariffs spook markets and raise investors’ inflation fears.
2025-04-25,"Bitcoin to $110K next, Hyperliquid whale bags $6.2M ‘short’ exploit: Finance Redefined","Bitcoin is “more likely” to rally to $110,000 first, predicts Arthur Hayes, pointing to easing monetary policy in the US."
2025-04-25,Ethereum futures premium hits 1+ year low — Is it time to buy the ETH bottom?,Traders say the ETH futures premium falling to a 1-year low is a buy signal. Are they right?
2025-04-25,"Crypto trader turns $2K PEPE into $43M, sells for $10M profit",The savvy trader’s position peaked at $43 million during Pepe’s peak valuation as memecoins continue minting new crypto millionaires.
2025-04-25,California introduces ’Bitcoin rights’ in amended digital assets bill,"California Democrat Avelino Valencia has amended a money transmission bill to make Bitcoin and crypto rights a major focus, potentially benefitting the state’s 39.4 million residents."
2025-04-25,BNB Chain catches memecoin wave as Solana wipes out,BNB Chain is soaking up memecoin volume from Solana in what Quai Network’s Alan Orwick calls a cyclical rotation — not a lasting shift in dominance.
2025-04-25,"Memecoins 2.0: The market crashed, but the billion-dollar circus rolls on","In a world where the allure of quick gains often overshadows financial security, memecoins have redefined investment strategies.  Even after the market crash, they continue to highlight a shift in the crypto landscape."
2025-04-25,XRP funding rate flips negative — Will smart traders flip long or short?,"XRP price has been in a rut, but is its negative funding rate a bullish or bearish sign?"
2025-04-25,"Price analysis 3/31: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, TON","Bitcoin bulls showed up to defend the $80,000 support, but will it hold after the April 2 “Liberation Day” tariffs are announced by US President Donald Trump?"
2025-04-25,Blockchain Association CEO will move to Solana advocacy group,"After more than six years leading the blockchain advocacy organization, Kristin Smith will leave to become the president of the Solana Policy Institute on May 19."
2025-04-25,Most opportune time to buy Bitcoin? Now — Bitwise CIO Matt Hougan explains why,"In an exclusive interview with Cointelegraph, the chief investment officer discusses Bitcoin’s risks, institutional adoption and why now could be the best time to invest."
2025-04-25,"Price analysis 4/2: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, TON, LINK, LEO","Bitcoin bulls are trying to clear a critical overhead hurdle at $88,000. Will large-cap altcoins follow?"
2025-04-25,Why is Solana (SOL) price down today?,SOL price collapses to a three-week low after a fresh wave of volatility wreaks havoc on the entire crypto market.
2025-04-25,Solana whales begin offloading SOL amid $200M staking unlock,Solana whales have sold nearly $50 million of recently unlocked tokens.
2025-04-25,The future of DeFi isn’t on Ethereum — it’s on Bitcoin,"As Ethereum’s DeFi ecosystem falters and Solana succumbs to speculation, Bitcoin quickly becomes the unlikely hero of decentralized finance."
2025-04-25,Grayscale files S-1 to list Solana ETF on NYSE,"Canary Capital, Franklin Templeton, and VanEck are among asset managers that have applied for a Solana ETF in the United States."
2025-04-25,BlackRock’s BUIDL expands to Solana as tokenized money market fund nears $2B,"BlackRock and Securitize’s BUIDL reached a market capitalization of $1.7 billion, dominating tokenized US Treasury products."
2025-04-25,Pump.fun’s new DEX reaches $1B volume a week after launch,"Pump.fun’s new DEX, PumpSwap, recorded daily fees above $1 million on March 24, pushing its all-time revenue to $2.1 million."
2025-04-25,How to bridge to Solana,"To bridge to Solana, select a trusted bridge platform, connect your wallet, choose your asset and source chain, and initiate the transfer to Solana."
2025-04-25,3 reasons why Solana (SOL) price rallied above $140,Several Solana network-specific and broader crypto-focused factors are behind SOL’s price recovery.
2025-04-25,"Crypto market’s biggest risks in 2025: US recession, circular crypto economy","While analysts foresee Bitcoin reaching $180,000 by late 2025, Tezos’ co-founder warns that crypto's circular economy poses a significant risk."
2025-04-25,"Price analysis 3/17: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, PI","Bitcoin bulls appear ready to make a run at the 200-day SMA, which could pull BTC price toward $92,000 and reinvigorate altcoins."
2025-04-25,The future of Solana depends on high-frequency scaling — Here’s why,"Evanescent Rollups provides high-frequency execution and liquidity efficiency, aiming to make Solana the top blockchain for high-performance apps."
2025-04-25,Standard Chartered drops 2025 ETH price estimate by 60% to $4K,"Standard Chartered downgrades its ETH price expectations, while one analyst compares trading Ethereum to “catching a falling knife.”"
2025-04-25,Solana futures finish first trading day on CME,"The CME futures listing bodes well for the changes of a SOL ETF listing in 2025, analysts say."
2025-04-25,Solana deletes ‘cringe’ ad criticized for being ‘tone deaf’ on gender issues,Solana’s X account has deleted an ad after it copped wide backlash for seemingly making light of gender identity issues.
2025-04-25,"Solana CME futures volumes reach $12.1M: Was the launch a dud, or is more to come?","Solana’s CME futures trading volume was well below the BTC and ETH day one launches, but analysts are reluctant to label it a failure."
2025-04-25,Ethereum price in ‘cursed’ downtrend which could continue well into 2025 — Analyst,Multiple data points paint a grim picture for Ethereum’s ETH/BTC pair in 2025.
2025-04-25,83% of institutions plan to up crypto allocations in 2025: Coinbase,"Up to 75% of institutions could be actively using DeFi platforms in two years, the survey found."
2025-04-25,ETH price prospects dim as Ethereum DEX volumes drop 34% in a week,"ETH price struggles as Solana, Tron, and Hyperliquid gain ground. What is needed to lure traders back to Ethereum?"
2025-04-25,"PayPal, Venmo to roll out Solana, Chainlink transfers",The addition of SOL and LINK came in response to user feedback about expanding PayPal’s crypto token offerings.
2025-04-25,Solana stablecoin positioning threatens ‘extreme’ SOL volatility,Stablecoin volatility and the incoming FTX repayments may further limit Solana’s price action as traders await the outcome of a key technical chart pattern.
2025-04-25,Volatility Shares launching Solana futures ETFs March 20,Futures contracts allow investors to speculate on price movements without holding the underlying asset and are a way to hedge against risk.
2025-04-25,Solana rallies 8% as crypto markets recover — Is there room for more SOL upside?,Improvement in key Solana onchain and derivatives metrics points to a possible SOL price rally to $170.
2025-04-25,‘I am ashamed’ — Solana CEO breaks silence over controversial ad backlash,The Solana Labs CEO says the controversial advertisement was “gnawing at [his] soul“ and promises Solana will stay out of “cultural wars.”
2025-04-25,"Solana futures ETF to grow institutional adoption, despite limited inflows","The approval of the first spot SOL ETF may be the “next logical step” after the debut of the SOL futures ETFs, industry watchers told Cointelegraph."
2025-04-25,Canary files for PENGU ETF,"The proposed fund aims to hold the PENGU token and Pudgy Penguins NFTs, per a March 20 filing."
2025-04-25,"Pump.fun launches own DEX, drops Raydium",Pump.fun’s memecoins will now trade on PumpSwap instead of Raydium as competition heats up among Solana memecoin platforms.
2025-04-25,This feline vigilante arrived to take back the memecoin space from dogs,"By integrating with pop culture, gaming and digital media, this memecoin is reaching audiences outside the Web3 space."
2025-04-25,SEC’s XRP reversal marks crypto industry victory ahead of SOL futures ETF launch: Finance Redefined,"The SEC’s dismissal of the four-year legal case against Ripple is a “victory for the industry,” said Ripple CEO Brad Garlinghouse."
2025-04-25,"XRP, Solana lead altcoin ETP inflows as Ethereum slumps — CoinShares","Digital asset investment products record weekly net inflows for the first time in five weeks, but Ethereum-based ETPs have $86 million in outflows."
2025-04-25,"Price analysis 3/24: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LINK",Bitcoin bulls press BTC price closer to a key resistance level as crypto markets rebound and investor sentiment improves.
2025-04-25,"Price analysis 3/19: BTC, ETH, XRP, BNB, SOL, ADA, DOGE, LINK, LEO, TON",Bitcoin shows strength as the market awaits today’s FOMC minutes and comments from Federal Reserve Chair Jerome Powell.
2025-04-25,"Price analysis 4/4: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, TON, LEO, LINK",Bitcoin and select altcoins hold steady even as the threat of a global trade war crushes the stock market.
2025-04-25,Stablecoins ‘in bull market’; Solana sputters: VanEck,"Stablecoin adoption persists even as market wide jitters weigh on Ethereum and Solana's performance, VanEck said."
2025-04-25,Smart money still hunting for memecoins despite end of ‘supercycle’,Smart money traders continue seeking speculative investment opportunities despite signs the memecoin “supercycle” has ended.
2025-04-25,"Price predictions 4/18: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LEO, LINK, AVAX","Bitcoin trades in a tightening range, signalling that range expansion is likely to occur in the near future."
2025-04-25,Crypto Biz: Is the US Fed prepping the money printer?,"A senior Fed official believes markets are still functioning properly, but said the central bank would ""absolutely"" step in if financial conditions become disorderly."
2025-04-25,"Consensys, Solana, Uniswap CEO donated to Trump's $239M inauguration fund","The SEC under US President Donald Trump announced it would closie its investigation of Uniswap and lawsuit against Consensys in February, roughly a month after the donations."
2025-04-25,"Price analysis 4/21: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LINK","Bitcoin’s strong up move increases the likelihood of a rally to $95,000, signaling that the bottom may be in."
2025-04-25,"Nasdaq-listed Upexi shares up 630% after  $100M raise, SOL treasury","Since disclosing its Solana treasury reserve on April 21, Upexi’s shares on the Nasdaq have surged more than 630%."
2025-04-25,ARK adds staked Solana to two tech ETFs,The ETFs will access Solana staking through Canada’s newly approved staking feature for crypto funds.
2025-04-25,Astra Fintech commits $100M for Solana growth in Asia,Astra Fintech’s new fund will back projects and partnerships working on PayFi solutions across South Korea.
2025-04-25,Coinbase Derivatives lists XRP futures,The futures contracts are regulated by the US CFTC and add to a growing list of crypto derivatives products available for retail and institutional investors.
2025-04-25,How to stake Solana (SOL) in 2025: A step-by-step guide for beginners,"To stake Solana (SOL) in 2025, use a compatible wallet like Phantom, choose a validator, and delegate your SOL in just a few clicks."
2025-04-25,Law firm urges Metaplex rethink fee sweep or risk ‘extended litigation’,Burwick Law says Metaplex could be sued if it doesn’t change its plan to sweep unclaimed NFT value from its resize upgrade to its DAO treasury instead of returning them to NFT holders.
2025-04-25,Galaxy Research proposes new voting system to reduce Solana inflation,The new proposal allows validators to vote on multiple deflation rates and uses the weighted average as the outcome.
2025-04-25,Oregon AG lawsuit against Coinbase calls XRP unregistered security,"Oregon Attorney General Dan Rayfield sued Coinbase, alleging it offered XRP and 30 other crypto tokens as unregistered securities in violation of state law."
2025-04-25,Here’s what happened in crypto today,"Need to know what happened in crypto today? Here is the latest news on daily trends and events impacting Bitcoin price, blockchain, DeFi, NFTs, Web3 and crypto regulation."
2025-04-25,"DeFi Development Corp adds $11.5M SOL,  shares jump 12%","After rebranding from Janover, the firm holds over $34 million in Solana tokens and plans to stake its crypto treasury for yield."
2025-04-25,Astra Fintech commits $100M for Solana growth in Asia,Astra Fintech’s new fund will back projects and partnerships working on PayFi solutions across South Korea.
2025-04-25,Coinbase Derivatives lists XRP futures,The futures contracts are regulated by the US CFTC and add to a growing list of crypto derivatives products available for retail and institutional investors.
2025-04-25,How to stake Solana (SOL) in 2025: A step-by-step guide for beginners,"To stake Solana (SOL) in 2025, use a compatible wallet like Phantom, choose a validator, and delegate your SOL in just a few clicks."
2025-04-25,Law firm urges Metaplex rethink fee sweep or risk ‘extended litigation’,Burwick Law says Metaplex could be sued if it doesn’t change its plan to sweep unclaimed NFT value from its resize upgrade to its DAO treasury instead of returning them to NFT holders.
2025-04-25,Oregon AG lawsuit against Coinbase calls XRP unregistered security,"Oregon Attorney General Dan Rayfield sued Coinbase, alleging it offered XRP and 30 other crypto tokens as unregistered securities in violation of state law."
2025-04-25,Solana whale sits on $153M profit after 4-year staking play,"Lookonchain reported that the whale may have started offloading tokens, sending 100,000 Solana to Binance."
2025-04-25,Here’s what happened in crypto today,"Need to know what happened in crypto today? Here is the latest news on daily trends and events impacting Bitcoin price, blockchain, DeFi, NFTs, Web3 and crypto regulation."
2025-04-25,"DeFi Development Corp adds $11.5M SOL,  shares jump 12%","After rebranding from Janover, the firm holds over $34 million in Solana tokens and plans to stake its crypto treasury for yield."
2025-04-25,Solana whale sits on $153M profit after 4-year staking play,"Lookonchain reported that the whale may have started offloading tokens, sending 100,000 Solana to Binance."
2025-04-25,Solana’s 5th birthday: From pandemic origins to US crypto stockpile,"Solana is celebrating its fifth year since its genesis block was created on March 16, 2020. Here are five developments that have helped shape the last five years of Solana."
2025-04-25,5 reasons why FARTCOIN is rising faster than everything else,"Is Fartcoin pulling a PEPE? Solana's memecoin FARTCOIN may rise another 100% in the coming weeks, based on a classic technical chart pattern."
2025-04-25,"AI tokens, memecoins dominate crypto narratives in Q1 2025: CoinGecko",Crypto investor interest has yet to rotate into new narratives as memecoins and artificial intelligence continued to dominate mindshare during the first quarter of 2025.
2025-04-25,"Solana TVL hits new high in SOL terms, DEX volumes show strength — Will SOL price react?","Solana continues to make strides in DeFi, but a retest of the $200 level remains uncertain."
2025-04-25,Memecoin platform Pump.fun brings livestream feature back to 5% of users,The platform has upgraded its moderation systems but says it assumes much of its content will remain “not safe for work.”
2025-04-25,"Trader stakes $0.05 of SOL for 3,000 years: Here’s what it’ll be worth in 5138","The chief investment officer at Kronos Research says the staker could be showing their long-term confidence in Solana, while others say it’s just a silly meme trade."
2025-04-25,"Price analysis 4/7: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LEO","Bitcoin made a sharp comeback from $74,500, but rallying to higher levels could be challenging in the near term."
2025-04-25,"Ethereum price falls to 2-year low, but pro traders still have hope","ETH price dropped to $1,400 but data shows pro traders aren’t ready to jump ship yet."
2025-04-25,"Former Kraken execs acquire real state firm Janover, disclose SOL treasury plans",The new ownership group is made up of former Kraken employees who seek to make Janover a bet on Solana.
2025-04-25,"Melania Trump’s memecoin team ‘quietly sold’ $30M, says Bubblemaps","Neither the MELANIA team nor Hayden Davis has explained the token transfers or sales, which follow from sales Bubblemaps identified in March."
2025-04-25,"Price analysis 4/9: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LEO, LINK, TON",Bitcoin price shows strength despite persistent weakness in global stock markets. Will altcoins follow?
2025-04-25,Magic Eden acquires crypto trading app Slingshot to move beyond NFTs,NFT marketplace Magic Eden has acquired the crypto trading app Slingshot as part of a strategy to expand beyond NFTs.
2025-04-25,"What are Ghibli memecoins, and why are they gaining popularity on Solana?","Ghibli-themed memecoins are taking off on Solana. Taking inspiration from the artwork of the famous Studio Ghibli, they demonstrate how AI art has evolved into a crypto craze."
2025-04-25,Why is Solana (SOL) price up today?,"Solana is up today as a combination of fundamental and technical factors paints a bullish outlook for SOL price, hinting at a rally toward $200."
2025-04-25,Fartcoin rallies 104% in a week — Will Solana (SOL) price catch up?,"Fartcoin outperformed the broader crypto market with a 104% gain, and data suggests the memecoin is on the path to rallying higher."
2025-04-25,"Solana rallies 20% against Ethereum, but is $300 SOL price within reach?","The SOL/ETH trading pair reached new multimonth highs on April 13, following a 30% rally in Solana’s US dollar price over the last seven days. Are more gains ahead?"
2025-04-25,"Price analysis 4/14: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LEO",Bitcoin price pushed above a long-term descending trendline but will potential selling near 200-MA cap the upside in BTC and altcoins?
2025-04-25,Spot Solana ETFs to launch in Canada this week,"According to Bloomberg's Eric Balchunas, multiple SOL ETFs are set to launch in Canada on April 16. The funds are expected to feature SOL staking."
2025-04-25,3iQ’s Canadian Solana ETF selects Figment as staking provider,"The Ontario Securities Commission, a provincial regulator, approved 3iQ’s SOL Staking ETF earlier this week."
2025-04-25,Ethereum L2 development is ‘double-edged sword’ for ETH value,"Ethereum’s commitment to L2 scalability may be a “double-edged sword” for the ETH price, potentially leading to liquidity dispersion among blockchains."
2025-04-25,Real estate fintech Janover doubles Solana holdings with $10.5M buy,"Real estate fintech firm Janover acquired 80,567 Solana for $10.5 million, bringing its total SOL holdings to over $21 million."
2025-04-25,"Price predictions 4/16: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LEO, LINK, AVAX","Bitcoin price continues to find buyers on each dip, increasing the likelihood of a rally to $95,000."
2025-04-25,Solana price is up 36% from its crypto market crash lows — Is $180 SOL the next stop?,The Solana network saw an uptick in deposits over the past week. Is this enough to sustain a rally toward $180?
2025-04-25,Solana network inflows surge — Will SOL price follow?,"Crypto investors bridged $120 million to Solana from competing blockchains, but technical data suggests SOL price will struggle to hold its recent gains."
2025-04-25,Raydium debuts LaunchLab to rival memecoin maker Pump.fun,Raydium says LaunchLab provides memecoin enthusiasts with customizable bonding curves and no migration fees.
2025-04-25,"Price analysis 4/11: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LEO, LINK, AVAX","Bitcoin remains strong and on target to break above a stiff overhead resistance zone, signaling a possible short-term bottom. Will altcoins follow?"
2025-04-25,These crypto ETFs are ‘call options’ on the US elections,The US presidential race may determine the fate of more than half a dozen proposed crypto ETFs.
2025-04-25,"Libra, Melania creator’s ‘Wolf of Wall Street’ memecoin crashes 99%",Hayden Davies continues launching memecoins plagued with insider trading activity despite being wanted by Interpol for previous crypto scams.
2025-04-25,XRP flips Ether’s FDV amid change in market dynamics,"The blockchain has been a big beneficiary of the Trump administration, while Ethereum continues to fend off competition from rival L1s."
2025-04-25,24% of top 200 cryptos at 1-year low as analysts eye market capitulation,"The current altcoin downtrend “points toward possible capitulation as overleveraged positions are flushed out,” one analyst told Cointelegraph."
2025-04-25,Solana’s token minting frenzy loses steam as memecoins get torched,"Solana’s top memecoin launchpad, Pump.fun, is experiencing a decline in activity, with daily launches and revenue falling below its usual benchmarks."
2025-04-25,Solana sees 40% decline in user activity as memecoin rug pulls erode trust,"Solana memecoin scams and rug pulls are driving capital outflows to Ethereum and Arbitrum as user activity declines, but analysts say it may benefit Solana long-term."
2025-04-25,"Price analysis 2/21: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LINK, SUI, XLM","Bitcoin is showing signs of strength by rallying within a hair of $100,000. Which altcoins will follow?"
2025-04-25,"Solana vs Ethereum, a tale of two blockchains — Which will be the victor?","When it comes to crypto, value is determined by price, utility and users. Based on these metrics, is Solana or Ethereum winning the battle to be the best blockchain?"
2025-04-25,ETF approval will help Solana break the ‘memechain’ narrative,"Solana’s journey from a memecoin hub to a serious blockchain contender hinges on the approval of a Solana ETF, which would bring institutional trust and unlock its potential for large-scale financial applications like payments and trading."
2025-04-25,Bybit hackers may be behind Solana memecoin scams — ZachXBT,The North Korean cybercrime unit may be behind some of the recent memecoin rug pulls on Solana.
2025-04-25,Wintermute withdraws $38M SOL from Binance ahead of $2B Solana unlock,"Wintermute withdrew $40 million in SOL ahead of a $2-billion token unlock, raising concerns over selling pressure as market sentiment worsens."
2025-04-25,"Price analysis 2/24: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LINK","Bitcoin price is at risk of falling from its current trading range and exploring new lows under $90,000. Can bulls turn the tide?"
2025-04-25,"Altseason 2025: ‘Most altcoins won’t make it,’ CryptoQuant CEO says","CryptoQuant CEO Ki Young Ju predicts a selective altcoin season in 2025, where ETF approvals and strong fundamentals will help determine the winners."
2025-04-25,"Altcoin ETFs are coming, but demand may be limited: Analysts","The crypto-savvy investors most likely to be interested in altcoins probably already hold them on crypto exchanges or onchain, analysts told Cointelegraph."
2025-04-25,Nasdaq files to list Grayscale Polkadot ETF,Nasdaq’s filing adds to an expanding list of proposed altcoin ETFs awaiting SEC approval in the United States.
2025-04-25,Solana price unlikely to bounce back quickly: Here’s why,A Solana price recovery could lag Bitcoin and altcoins. Cointelegraph explains why
2025-04-25,3 reasons why Solana (SOL) price is 50% down from its all-time high,Solana price is 50% down from its all-time high as traders seek greener pastures on other blockchains.
2025-04-25,"Price analysis 2/26: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LINK, SUI, AVAX","Bitcoin appears on the verge of losing the $85,000 level, which could trigger a cascading liquidation event. Will bulls show up to buy the dip and defend a critical support level?"
2025-04-25,Solana (SOL) price sell-off accelerates — Will traders defend the $130 support?,Solana price could bounce from $130 to $150 “golden zone” with the possibility of a mean reversion playing out over the short term.
2025-04-25,Solana TVL drops 40% as SOL price risks further losses to $110,"Solana price is 41% down in 30 days, driven by decreasing memecoin activity and a plunge in its network TVL with a SOL double-top pattern playing out."
2025-04-25,Memechain aims to bring the heat to Solana with $1M FlashRaise,"With the recent turmoil in the crypto space, this project claims that everyone is pretending to fix things, and it is “here to make it worse.” Investors apparently have taken an interest in the idea, as the satirical layer 2 pulled off a $1 million FlashRaise."
2025-04-25,Pump.fun launches down more than 80% from peak,A recent spate of scandals have dampened retail sentiment on memecoin trading.
2025-04-25,"Brutal 20% Ethereum price sell-off is not over, but is there a silver lining for ETH?","Ethereum price has yet to recover from its 20% correction, but investors’ choice to pivot away from memecoins and Solana could be ETH’s saving grace."
2025-04-25,"Hyperliquid flips Solana in fees, but is the ‘HYPE’ justified?",Hyperliquid’s $9 billion in volume and profitable mechanisms will make vampire attacks on the network’s liquidity a challenge.
2025-04-25,"Memecoins are officially ‘cooked’ after Libragate, says crypto VC",Castle Island Ventures partner Nic Carter says the LIBRA token scandal is “clear proof” that retail has been playing a rigged game all along.
2025-04-25,"Price analysis 2/19: BTC, ETH, XRP, SOL, BNB, DOGE, ADA, LINK, XLM, LTC","Bitcoin remains stuck inside the range, with no clear indication of a price breakout or breakdown."
2025-04-25,"$6K Ethereum (ETH) price still possible, but 2 things must happen first — Analyst","Historical data supports an explosive ETH price rally in 2025, but the first step in this journey could be swift return to cycle lows."
2025-04-25,"Robinhood tips Singapore launch, touts memecoin interest: Report","Robinhood reportedly plans to service Singapore through Bitstamp, which it agreed to buy in 2024."
2025-04-25,What is a Phantom wallet? How to set up and use it,"Learn how to set up and use a Phantom wallet, including downloading the extension, creating an account, securing your keys and more."
2025-04-25,Solana (SOL) price softens as onchain volumes drop 28% in a week,"Solana price falls below $200 as the network’s onchain activity drops, but investors’ anticipation of a spot SOL ETF could prompt a recovery."
2025-04-25,Franklin Templeton registers Solana Trust in Delaware,"Franklin Templeton has registered a “Franklin Solana Trust” in Delaware, indicating it may soon file for a spot Solana ETF alongside a host of other bidding issuers."
2025-04-25,Franklin Templeton launches US gov’t money fund on Solana,"Franklin Templeton, a financial services company with $1.6 trillion of assets under management, has launched its US government money fund on Solana."
2025-04-25,"Price analysis 2/12: BTC, ETH, XRP, SOL, BNB, DOGE, ADA, LINK, AVAX, SUI","Bitcoin bears are finding it difficult to pin the price below $95,000, indicating solid demand at lower levels."
2025-04-25,SEC acknowledges Grayscale’s XRP and DOGE ETF filings,The Securities and Exchange Commission will likely face a mid-October deadline to decide whether Grayscale’s XRP and Dogecoin ETFs get off the ground.
2025-04-25,Solana bridges reach $10.1B all-time inbound volume,"Solana bridge volumes surged from November 2024 to January 2025, with billions flowing into the network."
2025-04-25,"BNB Chain flips Solana in daily fees, beats out all chains","In addition to beating Solana in daily fees for the first time since October 2024, BNB Chain is the first chain since Bitcoin to beat both Ethereum and Solana in daily fees."
2025-04-25,Has Ethereum lost its edge? Experts weigh in,The latest Cointelegraph video analyzes the factors behind Ether’s underperformance and explores its potential for a comeback in 2025.
2025-04-25,Jupiter buybacks to top $100M annually: Research,"Based on Solana, Jupiter is the most popular DEX aggregator by trading volume."
2025-04-25,"MetaMask to support BTC, SOL DeFi, eventually end gas fees in new roadmap","MetaMask will expand from Ethereum Virtual Machine chains for the first time in May when it will add support for Solana, while Bitcoin will also be integrated in the third quarter."
2025-04-25,"Price analysis 2/14: BTC, ETH, XRP, SOL, BNB, DOGE, ADA, LINK, AVAX, SUI","Bitcoin is trading in a tight range, pointing to a possible breakout in the near future."
2025-04-25,LIBRA creators tied to Melania and other short-lived memecoins: Bubblemaps,Crypto data firm Bubblemaps says that the same team that sniped the launch of the Melania memecoin is also behind the Libra token.
2025-04-25,"Price analysis 2/17: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LINK","Bitcoin bulls appear reluctant to buy dips after BTC’s repeat failures to secure a close above $98,500."
2025-04-25,"$2B Solana unlock incoming — Is it time to hold, short or sell SOL?","11.2 million SOL tokens will unlock on March 1. Will traders hold, short or sell their Solana positions ahead of the distribution event?"
2025-04-25,Solana shorts spike amid memecoin scandals,The ratio of long to short positions on SOL in futures markets is tilting bearish as memecoin losses mount.
2025-04-25,Pump.fun founder calls for memecoin guardrails amid ‘Libragate’,Pump.fun founder Alon expressed his outrage over the $4 billion collapse of the LIBRA token.
2025-04-25,Grayscale launches Pyth investment fund,The fund claims to offer “higher-beta” exposure to the growth of the Solana ecosystem as Grayscale continues to expand its suite of single-asset crypto funds.
2025-04-25,"LIBRA memecoin scandal dings Solana’s image, but here’s the real reason why SOL is down","Solana price plummets as a drop in onchain activity, declining DApps TVL and looming SOL token unlocks approach."
